id,class,abstract
5387,U,In a widely watched lawsuit
5388,U,U.S. Representative Jackie Walorski dies in a car crash along with two of her staffers.
5389,U,The Senate votes to ratify Sweden and Finland into NATO.
5390,U,President Biden signs another executive order encompassing various abortion access protections.
5391,U,Eleven LIV Golf players led by Phil Mickelson file a lawsuit against PGA Tour
5392,U,Phoenix Mercury star Brittney Griner is found guilty on drug charges in a Russian court and is subsequently sentenced to nine years in prison.
5393,U,The Justice Department announces federal charges against four of the police officers involved in the killing of Breonna Taylor.
5394,U,The US declares a national health emergency over the 2022 monkeypox outbreak.
5395,U,Florida governor Ron DeSantis suspends Tampa state prosecutor Andrew Warren over his refusal to enforce Florida's abortion ban.
5396,U,A judge orders Kevin Spacey to pay US$31 million to House of Cards producers for the costs involved in removing him from the series following sexual misconduct allegations against him.
5397,D,The July jobs report is released
5398,D,China–United States relations – China sanctions Speaker Pelosi in retaliation over her visit to Taiwan.
5399,D,The Rappahannock tribe reacquires its ancestral land in Virginia after 400 years.
5400,D,FBI search of Mar-a-Lago: The FBI executes a search warrant on Mar-a-Lago
5401,D,A three-judge panel on the United States Court of Appeals for the District of Columbia Circuit makes a unanimous ruling that Donald Trump's tax records can be transferred by law enforcement from the IRS to the United States House Committee on Ways and Means.
5402,U,Former President Trump invokes the Fifth Amendment with regard to a deposition by New York Attorney General Letitia James.
5403,U,The consumer price index report is released showing that inflation rose by 8.5% that month
5404,U,2022 monkeypox outbreak: The number of reported cases nationwide exceeds 10
5405,D,The national average gas price has dropped below $4 per US gallon for the first time since March.
5406,D,FBI search of Mar-a-Lago: Attorney General Merrick Garland and the Department of Justice moves to unseal the search warrant used to seize documents from Mar-a-Lago.
5407,D,The NBA announces the retirement of the number 6 leaguewide to honor the late Bill Russell
5408,D,The United States Postal Service announces that it will raise prices for postage starting in October for holiday shipping. The rate hikes will return to normal levels in January 2023.
5409,U,Author Salman Rushdie is attacked by a man during an on-stage interview at the Chautauqua Institution in Chautauqua
5410,U,FBI search of Mar-a-Lago: The Department of Justice wins its bid to unseal the search warrant against Donald Trump
5411,U,State supreme courts in Idaho and Louisiana defend abortion bans
5412,U,OSHA opens its second investigation into Amazon following the deaths of two more people at the company's warehouses.
5413,U,The Southern Baptist Convention says that some of its major parts are facing investigations by the Department of Justice with regard to revelations of widespread sexual abuse by the clergy.
5414,U,San Diego Padres shortstop Fernando Tatís Jr. is suspended for 80 games for violating Major League Baseball's policy on performance-enhancing drugs.
5415,U,More than 13
5416,U,Thousands of Capri Sun pouches are also recalled by The Kraft Heinz Company over the possible contamination with a cleaning solution.
5417,D,In a nationwide effort known as Operation Cross Country
5418,D,U.S. Representative Liz Cheney loses her Wyoming seat to Trump-backed candidate Harriet Hageman.
5419,D,Pennsylvania Governor Tom Wolf signs an executive order to ban the practice of conversion therapy in the state.
5420,D,The Centers for Disease Control and Prevention announces an overhaul of operations so that the agency can respond to a crisis in public health more quickly than before.
5421,D,Kids for cash scandal: Two former judges who orchestrated a scheme to send children to for-profit jails are ordered by federal judge Christopher C. Conner to pay more than US$200 million to hundreds of people they victimized.
5422,D,Federal judge Dan A. Polster rules that Walgreens
5423,U,Allen Weisselberg
5424,U,FBI search of Mar-a-Lago: Federal judge Bruce Reinhart allows a portion of the affidavit that formed the basis for the raid to be unsealed.
5425,U,Starbucks unions: Federal judge Sheryl H. Lipman rules that Starbucks must reinstate fired employees in Tennessee who attempted to unionize.
5426,U,Cleveland Browns quarterback Deshaun Watson is suspended for 11 games for the 2022 NFL season and is fined $5 million by the NFL.
5427,D,A Michigan judge blocks county prosecutors from enforcing the state's 1931 ban on abortion.
5428,D,Infectious disease expert Anthony Fauci announces that he will retire at the end of the year.
5429,D,FBI search of Mar-a-Lago: Donald Trump sues the federal government over the law enforcement raid in an attempt to have a neutral third party review the documents acquired in the search.
5430,D,Oracle is sued in a class action lawsuit alleging that the company has operated and profited off of a "surveillance machine" monitoring 5 billion people.
5431,U,President Biden announces that he will cancel US$10
5432,U,Utah sues the federal government over restoring the size of two Indigenous national monuments after they were downsized by former president Trump.
5433,U,Federal judge B. Lynn Winmill rules that Idaho's abortion ban partially violates federal law.
5434,U,California announces a ban on the sale of new gasoline cars after 2035.
5435,U,Dominion Voting Systems files motions to depose multiple Fox News personalities in its defamation lawsuit against the network
5436,U,A North Dakota judge blocks the state's ban on abortion one day before it is set to go into effect.
5437,D,FBI search of Mar-a-Lago: The Department of Justice reveals the partially redacted affidavit to justify the raid.
5438,D,Moderna files a patent infringement against Pfizer and BioNTech with regard to both companies' jointly-developed COVID vaccine.
5439,D,September 11
5440,D,Capitol rioter and Proud Boys member Joshua Pruitt is sentenced to 55 months in prison
5441,D,Jackson
5442,D,California's legislature passes the FAST Recovery Act (AB 257)
5443,D,Texas reports an immunocompromised patient has suffered the first US death in the monkeypox outbreak.
5444,D,Bad Bunny becomes the first non-English speaking artist to win the MTV Video Music Awards' artist of the year award.
5445,D,A Gallup poll finds that more Americans are smoking cannabis than cigarettes for the first time in the nation's history.
5446,D,Federal judge James D. Peterson rules that Wisconsin voters with disabilities can designate a person to help them to return their ballots.
5447,D,FBI search of Mar-a-Lago: Federal judge Aileen Cannon orders a more detailed list of property seized by the FBI during the raid. She releases a detailed list of what was seized the following day.
5448,D,A former NYPD officer who participated in the January 6 Capitol attack is sentenced to 10 years in prison for assaulting a Capitol police officer.
5449,D,President Biden delivers a primetime speech at Independence Hall blasting Donald Trump and his movement
5450,D,The August jobs report is released
5451,D,Starbucks unions: New York City sues the coffee giant for firing a union organizer.
5452,D,Due to his role in January 6 Capitol attack
5453,D,The Mosquito Fire
5454,U,Former President and First Lady Barack and Michelle Obama's official portraits are unveiled.
5455,U,Michigan judge Elizabeth L. Gleicher rules that the state's criminal ban on abortion is unconstitutional.
5456,U,Las Vegas police arrest Clark County public administrator Robert Telles in connection with the alleged murder of investigative journalist Jeff German.
5457,U,Federal judge Reed O'Connor issues a ruling that the Affordable Care Act's requirement to cover HIV-prevention drugs are unconstitutional.
5458,U,2022 Memphis shootings: Four people are killed and three others are injured in a four-hour shooting spree that was streamed on Facebook Live.
5459,U,The NFL season kicks off with the defending Super Bowl LVI champion Los Angeles Rams hosting the Buffalo Bills in the NFL Kickoff Game in Los Angeles.
5460,U,Steve Bannon surrenders to prosecutors in New York over fraud charges.
5461,U,President Biden orders flags at half staff for ten days in response to the death of Queen Elizabeth II and pays tribute to the late monarch
5462,U,Federal judge Donald M. Middlebrooks dismisses Donald Trump's lawsuit against Hillary Clinton.
5463,U,The largest strike of private sector nurses in the history of the country begins in Minnesota.
5464,U,The 74th Primetime Emmy Awards are held at the Microsoft Theater and hosted by Kenan Thompson. The top prizes go to The White Lotus
5465,D,The Dow Jones Industrial Average drops 1
5466,D,West Virginia passes a near-total abortion ban in both houses of its legislature. Governor Jim Justice signs the bill into law on September 16.
5467,D,Senator Lindsey Graham introduced legislation that would ban abortion nationwide after 15 weeks of pregnancy with exceptions for rape
5468,U,Amtrak announces that it is suspending all long-distance routes in preparation for a possible railroad strike.
5469,U,Mortgage loans hit a nationwide average interest rate of 6% for the first time since 2008.
5470,U,California sues Amazon for violations of its antitrust and unfair competition laws.
5471,U,Martha's Vineyard migrant crisis: Florida governor Ron DeSantis sends about fifty migrants from Florida to Massachusetts in what observers describe as a "political stunt" by the governor. Despite being told that they were bound for the city of Boston
5472,D,The Consumer Financial Protection Bureau announces that it will begin to regulate buy now
5473,D,Uber suffers a data breach of its internal servers.
5474,U,The US and Taliban complete a prisoner exchange
5475,D,Martha's Vineyard migrant crisis: Migrants file a class action lawsuit against Governor DeSantis.
5476,D,New York attorney general Letitia James files a $250 million civil fraud suit against Donald
5477,D,The Federal Reserve hikes interest rates for the third time by 0.75% to combat the ongoing inflation surge.
5478,D,The House votes to amend the Electoral Count Act in response to the January 6 attack.
5479,D,FBI search of Mar-a-Lago: A three-judge panel on the 11th circuit rules that the Justice Department can regain access to the classified records seized during trial.
5480,D,Murder of George Floyd: Former Minneapolis police officer Thomas Lane is sentenced to three years in prison for aiding and abetting manslaughter.
5481,D,FedEx announces it will raise shipping rates by approximately 7-8%.
5482,D,Federal judge Diane Humetewa rules that the subpoena by January 6th Committee to get the cell phone data from Arizona Republican Party chairwoman Kelli Ward and her husband can proceed.
5483,D,NASA's Double Asteroid Redirection Test successfully collides with an asteroid.
5484,U,Hurricane Ian makes landfall in Florida
5485,D,Highland Park parade shooting: The families of the victims file lawsuits against the manufacturer of the firearm that was used to commit the shooting
5486,D,The Department of Education partly reverses its earlier decision to forgive student loans.
5487,D,2022 Major League Baseball season: The Seattle Mariners make the playoffs following a game-winning home run from Cal Raleigh
5488,U,The SEC collects a fine of over US$1 million from Kim Kardashian over promoting cryptocurrency on her Instagram page.
5489,U,In baseball
5490,D,A three-judge panel on the United States Court of Appeals for the Fifth Circuit rules that DACA is illegal
5491,D,President Biden pardons all federal offenses of simple marijuana possession.
5492,D,Federal judge Emmet G. Sullivan rules that Postmaster General Louis DeJoy's changes to the USPS prior to the 2020 United States presidential election had harmed USPS mail delivery. The 65-page decision also puts countermeasures in place to prevent DeJoy from implementing such changes ever again.
5493,D,Robb Elementary School shooting: The Uvalde Consolidated Independent School District suspends its entire police force
5494,D,The Arizona Court of Appeals blocks enforcement of the state's abortion ban.
5495,D,President of the Los Angeles City Council Nury Martinez resigns from her position as president while continuing to be a council member due to leaked audio of racist remarks on her own part. She would then go on to resign from her council seat two days later.
5496,D,NASA confirms that the Double Asteroid Redirection Test (DART) mission was successful in its ultimate goal. Dimorphos was knocked out of its orbit by thirty-two minutes
5497,D,Alex Jones is ordered by a jury in Connecticut to pay US$965 million to the families of the victims in the Sandy Hook Elementary School shooting due to his promotion of conspiracy theories in regards to the mass shooting. It is the largest payout that has ever been incurred by a civil defendant in the history of the state.
5498,U,The Social Security Administration announces an 8.1% cost of living adjustment to begin in 2023
5499,U,The Supreme Court declines Trump's request for it to intervene in the FBI search of Mar-a-Lago.
5500,U,Immediately subsequent to its final public hearing before the midterms
5501,U,Proposed acquisition of Twitter by Elon Musk: The federal government initiates an investigation into Elon Musk over his conduct in the attempt to acquire the social media platform.
5502,U,For the first time in the history of the state
5503,U,Federal judge Joseph Robert Goodwin blocks a federal law which prohibits the possession of a firearm with a tampered serial number.
5504,U,A spree shooting occurs in a suburban neighborhood of Raleigh
5505,U,Kanye West announces he is purchasing the social media network Parler after being suspended by Twitter and Meta Platforms. He later pulled out of the acquisition
5506,U,President Biden announces the launch of the website for student loan debt forgiveness.
5507,U,The Office of Science and Technology Policy initiates a five-year plan to research methods against global warming by reflecting light from the Sun away from the planet.
5508,D,In a legal defeat for Donald Trump
5509,U,Federal judge Carl J. Nichols sentences Steve Bannon to four months in jail and a fine of $6
5510,U,Four teenagers aged 14 to 17 are killed in a car accident involving a stolen Kia Sportage at the entrance to westbound Route 198 from westbound Route 33 in Buffalo
5511,U,A gunman opens fire at Central Visual and Performing Arts High School
5512,D,Gretchen Whitmer kidnapping plot: A jury in Michigan issues guilty verdicts for three men who aided in the kidnapping plot.
5513,D,Meta Platforms reports another earnings miss
5514,D,Elon Musk completes his $44 billion acquisition of Twitter.
5515,D,A federal three-judge panel in D.C. rules that Trump's tax returns must be delivered to House investigators. The returns are delivered to the House Committee on Ways and Means on November 30.
5516,U,Speaker Pelosi's husband Paul is attacked during an early morning break-in at the couple's San Francisco residence.
5517,D,Indiana State Police announces the arrest of a suspect in the murders of Abigail Williams and Liberty German.
5518,D,Federal judge Florence Y. Pan blocks the merger of Penguin Random House and Simon & Schuster.
5519,D,The Federal Reserve hikes interest rates by 0.75% to 3.75-4%
5520,D,Nikolas Cruz is sentenced to thirty-four life sentences for committing the Stoneman Douglas High School shooting back in 2018.
5521,U,A single ticket in Altadena
5522,U,DC Attorney General Karl Racine files suit against the NFL
5523,U,Alex Jones is further ordered to pay an additional US$473 million to the Sandy Hook victims' families.
5524,D,The Department of Transportation fines six airlines a combined $7.25 million for extreme delays in processing passenger refunds.
5525,U,Georgia's abortion ban is temporarily overturned by one of its Fulton County courts
5526,U,Federal judge Emmet G. Sullivan rules that Title 42 expulsion is a violation of the Administrative Procedure Act and no longer enforceable.
5527,U,Former President Trump announces he's running for president again in the 2024 election.
5528,D,NASA launches Artemis 1 after a series of delays
5529,D,Yale and Harvard's law schools both pull out of the U.S. News college rankings in what is seen as the list's biggest challenge yet.
5530,D,Congress passes the Speak Out Act
5531,D,The FDA approves a cultured meat product for the first time.
5532,D,NASA concludes its LOFTID test
5533,U,Elizabeth Holmes is sentenced to 11 years and three months in prison for criminal fraud in connection to her role as CEO of Theranos.
5534,U,The Supreme Court unanimously allows Trump's tax returns to be delivered to House investigators.
5535,U,A mass shooting at a Walmart in Chesapeake
5536,D,December 13
5537,D,Oath Keepers leader Stewart Rhodes is convicted by a federal jury of committing seditious conspiracy during January 6.
5538,D,2022 FIFA World Cup: The national men's soccer team defeats Iran by a score of 1–0 and advances to the knockout round. The victory is celebrated across both the United States and by Iranian protestors demonstrating against Ayatollah Khamenei.
5539,D,NYC mayor Eric Adams announces that law enforcement and first responders are now encouraged to involuntarily commit those in mental health crisis.
5540,D,San Francisco approves the deployment of robots capable of using lethal force in policing.
5541,U,The House Democratic Caucus elects Hakeem Jeffries to be its leader in the 118th congress; Jeffries will become the first Black lawmaker to lead a party in Congress.
5542,U,Prince William and Princess Catherine of Wales begin a multi-day visit to Boston and are greeted by mayor Michelle Wu.
5543,U,FBI search of Mar-a-Lago – In a major defeat for Trump
5544,U,President Biden hosts French President Emmanuel Macron for a state visit
5545,D,The Air Force and Northrop Grumman publicly unveil the B-21 Raider
5546,D,The TSA extends the deadline for Real ID Act compliance by two years. The new date of compliance is in May 2025.
5547,D,The Trump Organization through two subsidiaries was convicted by a jury for committing tax fraud and falsifying business records.
5548,D,An oil leak in the Keystone Pipeline shuts down the pipeline.
5549,U,Viktor Bout–Brittney Griner prisoner exchange: WNBA player Brittney Griner returns to the United States as part of a prisoner exchange with Russia
5550,U,Missouri legalizes marijuana
5551,D,Arizona Senator Kyrsten Sinema switches parties from Democrat to Independent.
5552,U,Bankruptcy of FTX: The US files criminal charges against Sam Bankman-Fried; he is subsequently arrested in The Bahamas and due to be extradited.
5553,U,The Department of Energy announces US scientists have made the first net-gain of energy from a fusion power experiment.
5554,U,President Biden signs the Respect for Marriage Act
5555,D,The Federal Reserve raises interest rates by 0.5 percentage points. The new federal funds rate is at 4.4%.
5556,D,The Kentucky Supreme Court strikes down a law which permitted tax credits for private school donations
5557,D,President Biden and Congress agree to fund the government for an additional week to avoid a U.S. government shutdown.
5558,D,The TSA releases data showing that 2022 had a record number of firearm confiscations
5559,D,Starbucks unions: Baristas begin a three-day nationwide strike
5560,D,The January 6 Committee recommends to the Department of Justice criminal charges
5561,U,A magnitude 6.4 earthquake strikes Ferndale
5562,U,The House Committee on Ways and Means authorizes the public release some of Donald Trump's personal and corporate tax returns. Four years of Trump's returns during his presidency are released to the public on December 30.
5563,U,Ukraine
5564,D,The January 6 Committee releases its full report on the attack on the Capitol.
5565,D,COVID-19 pandemic in Florida: Florida reports the first cases of Omicron BA.4 variant at the Premier Medical Laboratory Services in three patients in Miami-Dade County.
5566,D,COVID-19 pandemic: In Maryland
5567,U,Broadway will lifted all mask mandates up in New York City.
5568,U,The CDC's independent advisory panel unanimously recommends the use of the Novavax-developed COVID-19 vaccine. CDC director Rochelle Walensky later endorses the new vaccine.
5569,D,The CDC loosens its guidelines for COVID-19
5570,D,The Biden administration pauses the distribution of COVID tests due to a lack of funding.
5571,D,The 118th United States Congress convenes following the 2022 midterm elections. For the next four days
5572,D,The final of several related shootings which allegedly target Democrats occurs at the home of a Democratic politician in Albuquerque
5573,D,Amber McLaughlin becomes the first transgender death row inmate executed in the United States 
5574,U,European Union regulators issue a $414 million fine against Meta Platforms for violating the General Data Protection Regulation on Facebook and Instagram.
5575,U,A mass shooting occurs inside a house in Enoch
5576,D,The South Carolina Supreme Court strikes down the state's six-week abortion ban
5577,D,The Idaho Supreme Court upholds the state's ban on abortion in a 3–2 ruling.
5578,U,A sixteen-judge panel on the United States Court of Appeals for the Fifth Circuit blocks a federal ban on bump stocks.
5579,U,The University of Georgia Bulldogs win the 2023 College Football Playoff National Championship at SoFi Stadium in Inglewood
5580,U,Allen Weisselberg is sentenced to five months in jail for a decade-long tax fraud scheme involving the Trump Organization.
5581,U,The 80th Golden Globe Awards ceremony takes place in Beverly Hills.
5582,U,Recreational cannabis sales begin in Connecticut.
5583,U,2023 FAA system outage: For the first time since 9/11
5584,U,Joe Biden classified documents incident: Attorney general Merrick Garland appoints Robert Hur to investigate mishandling of classified documents by President Biden.
5585,D,The US Virgin Islands legalizes marijuana
5586,D,Trade union membership hits an all-time low in US dropping from 10.3% to 10.1%.
5587,U,Criminal proceedings in the January 6 United States Capitol attack: Four Oath Keepers in addition to the person who laid his feet on Speaker Nancy Pelosi's desk are convicted.
5588,U,A spree of mass shootings in Half Moon Bay
5589,D,Classified documents are revealed to be found at the home of former Vice President Mike Pence.
5590,U,Protests begin after the Memphis Police Department releases a footage of officers beating Tyre Nichols to death. Following the release of the footage
5591,U,February 2
5592,U,Tampa Bay Buccaneers quarterback Tom Brady announces his retirement from the NFL.
5593,U,Joe Biden classified documents incident: The FBI conducts a planned search of President Biden's home in Rehoboth Beach
5594,U,The Federal Reserve raises interest rates by 0.25 percent from 4.5 percent to 4.75 percent.
5595,U,In a party-line vote
5596,U,In United States v. Rahimi
5597,U,2023 Chinese balloon incident: Defense officials announce that a suspected Chinese surveillance balloon is being tracked over the western United States.
5598,D,Recreational cannabis sales begin in Missouri.
5599,D,A Norfolk Southern train derails while carrying dangerous chemicals outside of East Palestine
5600,U,President Biden gives his second official State of the Union Address to Congress.
5601,U,LeBron James breaks the all time NBA scoring record
5602,D,Pence is subpoenaed by a special counsel leading investigations into Trump.
5603,D,The United States military shoots down a high altitude object over Alaska.
5604,D,Mike Pence classified documents incident: The FBI conducts a search of Pence's home and finds an additional classified document.
5605,U,Georgia judge Robert C.I. McBurney approves the release of parts of a grand jury inquiry investigating Trump's effort to overturn election results in Georgia.
5606,U,A mass shooting is carried out at Michigan State University. Three students were killed in the attack and five others injured. The shooter committed suicide as he was being approached by police.
5607,U,Nikki Haley announces her 2024 presidential campaign.
5608,D,A shooting spree takes place in Arkabutla
5609,D,Entrepreneur Vivek Ramaswamy announces his candidacy for president in the 2024 election.
5610,U,The syndicated Dilbert comic strip is dropped by many newspapers
5611,U,Trial of Alex Murdaugh: Alex Murdaugh is convicted by a jury and sentenced to life in prison without parole the next day for the murders of both his wife and son as well as two gun charges.
5612,U,Tennessee governor Bill Lee signs the Tennessee Adult Entertainment Act into law
5613,U,Businessman Perry Johnson announces his 2024 presidential campaign.
5614,U,Walgreens announces that it will not sell abortion pills in states where Republican officials threaten to take legal action.
5615,D,State representative Bryan Slaton introduces the Texas Independence Referendum Act which
5616,U,Transgender rights in the United States: Minnesota governor Tim Walz signs an executive order to protect gender-affirming healthcare.
5617,U,March 2023 United States bank failures: Silvergate Bank
5618,D,In the largest bank failure since the 2007
5619,U,The Alaska Willow project
5620,U,The March 2023 nor'easter causes widespread damage and knocks out power for 250
5621,U,Federal regulators approve the merger of major railroads Kansas City Southern and Canadian Pacific.
5622,U,The Idaho state legislature passes a bill that brings in execution by firing squad. If signed by the governor
5623,U,President Biden issues his first veto to block a federal rule by the Department of Labor to weigh the long-term impacts of social factors and climate change on investments.
5624,D,The Federal Reserve raises interest rates by 0.25 percent from 4.75 percent to 5 percent.
5625,U,2023 Pennsylvania chocolate factory explosion: An explosion at an R.M. Palmer Company chocolate factory in West Reading
5626,D,Six victims as well as the perpetrator are killed in a mass shooting at the Covenant School in Nashville
5627,D,President Biden invokes the Defense Production Act to spend $50 million on the production of printed circuit boards.
5628,D,The United States announces that it will stop sharing information about its nuclear arsenal with Russia over the latter's withdrawal from the New START nuclear arms treaty.
5629,U,In basketball
5630,U,Stormy Daniels–Donald Trump scandal: Trump is indicted over his hush money payments to porn star Stormy Daniels
5631,U,The International Court of Justice rules that the United States violated its Treaty of Amity with Iran when it allowed its domestic courts to freeze assets held by Iranian companies.
5632,U,Kentucky governor Andy Beshear signs a bill legalizing medical cannabis in the state.
5633,U,April 1
5634,D,World Wrestling Entertainment is sold to Endeavor
5635,D,In men's college basketball
5636,D,NASA announces the crew of Artemis II
5637,D,Indictment of Donald Trump: The former president pleads not guilty to 34 charges of falsifying business records related to the scandal involving Stormy Daniels.
5638,D,Attorney and author Robert F. Kennedy Jr. announces his presidential campaign
5639,U,2023 Tennessee House of Representatives expulsions: The Republican-dominated Tennessee House of Representatives expels two Democrats who protested in favor of gun control reform; a vote to expel a third one failed.
5640,U,ProPublica publishes a report which details that Associate Justice Clarence Thomas has repeatedly failed to disclose luxury trips with Republican megadonor Harlan Crow over the past twenty years.
5641,D,Five people are killed and eight others are injured in a mass shooting at a bank in Louisville
5642,D,2022–2023 Pentagon document leaks: Documents from the Pentagon detailing foreign military aid related to the Russian invasion of Ukraine is leaked onto the Internet.
5643,D,2023 Tennessee House of Representatives expulsions: The Metropolitan Council of Nashville and Davidson County unanimously votes to reinstate Representative Justin Jones to his seat in the Tennessee House of Representatives.
5644,D,In ice hockey
5645,D,The Arizona Supreme Court rules that the Latter-day Saints Church can refuse to answer questions or turn over documents under a state law that exempts religious officials from having to report child sex abuse if they learn of the crime during a confessional setting.
5646,D,2023 Tennessee House of Representatives expulsions: The Shelby County Commission votes to re-instate Justin J. Pearson to the Tennessee House of Representatives.
5647,U,2022–2023 Pentagon document leaks: The FBI arrests Jack Teixeira
5648,U,Florida enacts legislation which bans most abortions after six weeks.
5649,D,Montana becomes the first state to pass legislation banning TikTok on all personal devices from operating within state lines and barring app stores from offering TikTok for downloads.
5650,D,Fox News and Dominion Voting Systems reach a $787.5 million settlement in the latter's defamation lawsuit against the news network.
5651,D,A shooting occurs in Bowdoin and Yarmouth
5652,D,Larry Elder announces his campaign for president on an episode of Tucker Carlson Tonight.
5653,D,Elon Musk's SpaceX launches its first test flight of Starship. The device explodes shortly after launch.
5654,D,President Biden formally announces his campaign for reelection in the 2024 United States presidential election.
5655,U,Disney and Florida's Parental Rights in Education Act: Disney files suit against Ron DeSantis over "a targeted campaign of government retaliation".
5656,U,The 2023 NFL draft is held in Kansas City
5657,U,A shooting occurs in Cleveland
5658,D,2023 banking crisis: First Republic Bank fails and is seized by the FDIC
5659,D,Ron DeSantis signs a bill authorizing the use of the death penalty for convicted child rapists. The legislation is likely to be challenged for violating Supreme Court precedent.
5660,D,A shooting takes place in Henryetta
5661,D,The 2023 Writers Guild of America strike begins due to unsuccessful pay raise negotiations. The strike halts the production of most movies and TV shows.
5662,D,The Federal Reserve raises interest rates by 0.25 percent from 5 percent to 5.25 percent.
5663,D,New York bans gas stoves and propane heating in new residential constructions. The bans take effect in 2026 for smaller residential buildings and 2029 for larger residential buildings.
5664,D,Former Minneapolis Police officer Tou Thao is found guilty of second degree manslaughter in the murder of George Floyd.
5665,D,A shooting takes place at a hospital in Midtown Atlanta killing one and injuring four. The perpetrator is caught after eight hours.
5666,D,Criminal proceedings in the January 6 United States Capitol attack: Four members of the Proud Boys who were at the January 6 attack
5667,D,A New York-based federal jury rules that Ed Sheeran did not steal parts of Marvin Gaye's song "Let's Get It On" and use it in his song "Thinking Out Loud".
5668,D,A Manhattan-based federal civil jury finds that Trump sexually abused and defamed writer E. Jean Carroll in 1996
5669,D,U.S. Representative George Santos is indicted by federal prosecutors and charged with multiple counts of wire fraud
5670,U,U.S. President Biden formally ends the declaration of COVID-19 pandemic in the country as a public health emergency.
5671,D,The Title 42 expulsion policy expires at midnight
5672,U,The National Institutes of Health begins a Phase 1 trial of an mRNA-based universal influenza vaccine.
5673,U,Three are killed at a shooting in Farmington
5674,D,North Carolina's state legislature bans nearly all abortions after twelve weeks
5675,D,2024 United States presidential election: Senator Tim Scott from South Carolina files to run in the 2024 Republican Party presidential primaries.
5676,D,United States Attorney for the District of Massachusetts Rachael Rollins resigns after an ethics probe finds that she had grossly violated multiple policies and lied under oath.
5677,D,DeSantis launches his campaign to run for President of the United States.
5678,U,Nvidia becomes the first chipmaker valued at over $1 trillion
5679,U,Mike Pence classified documents incident: The Department of Justice notified Pence that its investigation had ended and that the Department of Justice had decided not to charge him.
5680,U,Fort Bragg
5681,D,Oklahoma approves the first ever religious charter school in the United States.
5682,D,Apple unveils a mixed-reality headset called the Vision Pro
5683,U,Wildfires in Quebec cause the air quality to deteriorate in the Northeast and part of the Midwest. Millions of Americans and Canadians are advised to wear N95 masks.
5684,U,Former New Jersey governor Chris Christie announces his 2024 presidential campaign.
5685,D,Mike Pence announces his candidacy for President in the 2024 election.
5686,D,North Dakota governor Doug Burgum announces his candidacy for President in the 2024 election.
5687,D,CNN CEO Chris Licht departs the network after a 15
5688,U,The Supreme Court rules in a 5–4 decision that Alabama must redraw its congressional map as it violates section 2 of the Voting Rights Act of 1965 in racially discriminating against African-Americans in the state.
5689,U,Trump reveals on Truth Social that he has been indicted by Jack Smith's special counsel over mishandling of classified documents found at the FBI search of Mar-a-Lago. The following Tuesday
5690,U,Lionel Messi announces he will join Major League Soccer's Inter Miami CF
5691,U,The FTC files to block the proposed acquisition of Activision Blizzard by Microsoft.
5692,U,Dick Clark Productions and Eldridge Industries acquire all rights and assets relating to the Golden Globe Awards. As a result
5693,U,In basketball
5694,U,A mass shooting in Denver injures 10 people celebrating the Nuggets championship.
5695,U,In ice hockey
5696,U,The City Council of Hamtramck
5697,U,Chad Doerman kills three of his children but his wife and stepdaughter manage to escape. He was arrested later that day.
5698,D,Hunter Biden agrees to plead guilty to federal tax and firearms charges.
5699,U,Former U.S. representative from Texas Will Hurd launches his presidential campaign.
5700,U,The Supreme Court rules in a 6–3 decision against the implementation of the independent state legislature theory.
5701,U,The Supreme Court rules in a 7–2 decision that prosecutors must prove true threats be either reckless or made with subjective intention in order to convict.
5702,U,Radio host Ryan Seacrest is announced to be the successor of Pat Sajak on Wheel of Fortune
5703,D,The Supreme Court rules that affirmative action in university admissions violates the Equal Protection Clause in the 14th Amendment. The court rules 6-3 in both Students for Fair Admissions v. University of North Carolina and Students for Fair Admissions v. Harvard.
5704,D,Mike Pence makes a surprise visit to Ukraine
5705,U,The Supreme Court rules in a 6–3 decision that the HEROES Act does not grant the president the right to forgive student debts.
5706,U,The Supreme Court rules in a 6–3 decision that the First Amendment prohibits states from forcing website designers to create designs they disagree with. The decision is seen as a victory for religious conservatives and free speech advocates but a setback for LGBT+ rights.
5707,U,The Skyline light rail formally opens in Honolulu
5708,U,Apple Inc. closes with a market capitalization above $3 trillion for the first time
5709,U,A mass shooting takes place in Philadelphia
5710,D,Meta Platforms launches Threads as a direct competitor to Twitter.
5711,D,Stop the Steal lawyer L. Lin Wood announces that he will relinquish his law license in Georgia in an effort to avoid disbarment.
5712,D,Patrick Crusius
5713,D,A state judge in Oklahoma dismisses a lawsuit by the last three known survivors of the 1921 Tulsa race massacre for reparations.
5714,U,Bank of America is ordered by the CFPB to pay $253.4 million
5715,U,The FDA announces that the birth control pill Norgestrel
5716,D,SAG-AFTRA begins an ongoing strike after the national board failed to reach an agreement with the Alliance of Motion Picture and Television Producers
5717,D,New York authorities announce that a suspect has been arrested and charged with three murders in connection with the ongoing Gilgo Beach serial killings case from 2010.
5718,D,Four people
5719,U,The FDA approves the drug Nirsevimab
5720,U,Michigan Attorney General Dana Nessel announces charges against 16 pro-Trump "fake electors" who attempted to overturn Biden’s victory in the state during the 2020 election.
5721,D,Warner Bros.' Barbie and Universal's Oppenheimer are both released
5722,D,In response to many automakers adopting Tesla's North American Charging Standard
5723,D,The Federal Reserve raises interest rates by 0.25 percent to their highest levels since 2001.
